respID,qID,altID,obsID,price,quantity,material,setOptions,image
7,6,2,54,25,200,Eco,f,Ecof.jpg
7,6,3,54,25,150,Plastic,fks,Plasticfks.jpg
7,7,1,55,30,200,Bamboo,f,Bamboof.jpg
7,7,2,55,30,150,Eco,fks,Ecofks.jpg
7,7,3,55,25,150,Plastic,f,Plasticf.jpg
7,8,1,56,25,50,Bamboo,f,Bamboof.jpg
7,8,2,56,30,150,Eco,fks,Ecofks.jpg
7,8,3,56,25,150,Plastic,fks,Plasticfks.jpg
8,1,1,57,30,200,Bamboo,fk,Bamboofk.jpg
8,1,2,57,30,50,Eco,fk,Ecofk.jpg
8,1,3,57,30,200,Plastic,f,Plasticf.jpg
8,2,1,58,30,200,Bamboo,fk,Bamboofk.jpg
8,2,2,58,30,150,Eco,fks,Ecofks.jpg
8,2,3,58,20,50,Plastic,f,Plasticf.jpg
8,3,1,59,20,200,Bamboo,fks,Bamboofks.jpg
8,3,2,59,30,50,Eco,fk,Ecofk.jpg
8,3,3,59,20,50,Plastic,f,Plasticf.jpg
8,4,1,60,20,200,Bamboo,fks,Bamboofks.jpg
8,4,2,60,20,150,Eco,fk,Ecofk.jpg
8,4,3,60,20,200,Plastic,fks,Plasticfks.jpg
8,5,1,61,20,50,Bamboo,fk,Bamboofk.jpg
8,5,2,61,25,200,Eco,fk,Ecofk.jpg
8,5,3,61,20,50,Plastic,f,Plasticf.jpg
8,6,1,62,25,50,Bamboo,fks,Bamboofks.jpg
8,6,2,62,20,200,Eco,f,Ecof.jpg
8,6,3,62,30,150,Plastic,fks,Plasticfks.jpg
8,7,1,63,20,50,Bamboo,fk,Bamboofk.jpg
8,7,2,63,20,200,Eco,f,Ecof.jpg
8,7,3,63,25,200,Plastic,fk,Plasticfk.jpg
8,8,1,64,25,150,Bamboo,fk,Bamboofk.jpg
8,8,2,64,20,150,Eco,fk,Ecofk.jpg
8,8,3,64,25,150,Plastic,fks,Plasticfks.jpg
9,1,1,65,25,50,Bamboo,fks,Bamboofks.jpg
9,1,2,65,25,200,Eco,f,Ecof.jpg
9,1,3,65,20,50,Plastic,fk,Plasticfk.jpg
9,2,1,66,20,200,Bamboo,fks,Bamboofks.jpg
9,2,2,66,30,150,Eco,fk,Ecofk.jpg
9,2,3,66,20,50,Plastic,f,Plasticf.jpg
9,3,1,67,30,200,Bamboo,fk,Bamboofk.jpg
9,3,2,67,25,150,Eco,f,Ecof.jpg
9,3,3,67,20,50,Plastic,f,Plasticf.jpg
9,4,1,68,20,150,Bamboo,fks,Bamboofks.jpg
9,4,2,68,20,150,Eco,fk,Ecofk.jpg
9,4,3,68,20,50,Plastic,fk,Plasticfk.jpg
9,5,1,69,20,200,Bamboo,fks,Bamboofks.jpg
9,5,2,69,20,200,Eco,f,Ecof.jpg
9,5,3,69,20,50,Plastic,f,Plasticf.jpg
9,6,1,70,20,50,Bamboo,fk,Bamboofk.jpg
9,6,2,70,25,150,Eco,f,Ecof.jpg
9,6,3,70,20,50,Plastic,f,Plasticf.jpg
9,7,1,71,25,150,Bamboo,fk,Bamboofk.jpg
9,7,2,71,30,150,Eco,fk,Ecofk.jpg
9,7,3,71,25,50,Plastic,fk,Plasticfk.jpg
9,8,1,72,20,150,Bamboo,fks,Bamboofks.jpg
9,8,2,72,30,150,Eco,fks,Ecofks.jpg
9,8,3,72,25,50,Plastic,fk,Plasticfk.jpg
10,1,1,73,30,150,Bamboo,f,Bamboof.jpg
10,1,2,73,30,150,Eco,fks,Ecofks.jpg
10,1,3,73,25,200,Plastic,fk,Plasticfk.jpg
10,2,1,74,20,50,Bamboo,fk,Bamboofk.jpg
10,2,2,74,30,150,Eco,fks,Ecofks.jpg
10,2,3,74,30,200,Plastic,f,Plasticf.jpg
10,3,1,75,20,150,Bamboo,fks,Bamboofks.jpg
10,3,2,75,30,50,Eco,fk,Ecofk.jpg
10,3,3,75,30,200,Plastic,fk,Plasticfk.jpg
10,4,1,76,30,150,Bamboo,f,Bamboof.jpg
10,4,2,76,25,150,Eco,f,Ecof.jpg
10,4,3,76,25,150,Plastic,f,Plasticf.jpg
10,5,1,77,25,200,Bamboo,fks,Bamboofks.jpg
10,5,2,77,25,150,Eco,f,Ecof.jpg
10,5,3,77,25,200,Plastic,fk,Plasticfk.jpg
10,6,1,78,30,200,Bamboo,f,Bamboof.jpg
10,6,2,78,30,50,Eco,fks,Ecofks.jpg
10,6,3,78,30,200,Plastic,fk,Plasticfk.jpg
10,7,1,79,20,150,Bamboo,fk,Bamboofk.jpg
10,7,2,79,30,50,Eco,fks,Ecofks.jpg
10,7,3,79,25,150,Plastic,f,Plasticf.jpg
10,8,1,80,20,150,Bamboo,fks,Bamboofks.jpg
10,8,2,80,20,200,Eco,f,Ecof.jpg
10,8,3,80,30,150,Plastic,fks,Plasticfks.jpg
11,1,1,81,30,150,Bamboo,f,Bamboof.jpg
11,1,2,81,20,200,Eco,f,Ecof.jpg
11,1,3,81,20,50,Plastic,fk,Plasticfk.jpg
11,2,1,82,30,50,Bamboo,f,Bamboof.jpg
11,2,2,82,30,50,Eco,fk,Ecofk.jpg
11,2,3,82,30,50,Plastic,fks,Plasticfks.jpg
11,3,1,83,25,50,Bamboo,f,Bamboof.jpg
11,3,2,83,30,150,Eco,fk,Ecofk.jpg
11,3,3,83,20,150,Plastic,f,Plasticf.jpg
11,4,1,84,20,200,Bamboo,fks,Bamboofks.jpg
11,4,2,84,20,50,Eco,f,Ecof.jpg
11,4,3,84,20,50,Plastic,f,Plasticf.jpg
11,5,1,85,30,50,Bamboo,f,Bamboof.jpg
11,5,2,85,20,200,Eco,fks,Ecofks.jpg
11,5,3,85,25,150,Plastic,f,Plasticf.jpg
11,6,1,86,25,150,Bamboo,fk,Bamboofk.jpg
11,6,2,86,30,150,Eco,fk,Ecofk.jpg
11,6,3,86,25,150,Plastic,f,Plasticf.jpg
11,7,1,87,25,150,Bamboo,fk,Bamboofk.jpg
11,7,2,87,30,50,Eco,fk,Ecofk.jpg
11,7,3,87,30,200,Plastic,fk,Plasticfk.jpg
11,8,1,88,30,50,Bamboo,f,Bamboof.jpg
11,8,2,88,20,150,Eco,fk,Ecofk.jpg
11,8,3,88,25,150,Plastic,f,Plasticf.jpg
12,1,1,89,25,200,Bamboo,fks,Bamboofks.jpg
12,1,2,89,30,150,Eco,fk,Ecofk.jpg
12,1,3,89,30,150,Plastic,fks,Plasticfks.jpg
12,2,1,90,25,50,Bamboo,fks,Bamboofks.jpg
12,2,2,90,25,50,Eco,fks,Ecofks.jpg
12,2,3,90,30,200,Plastic,f,Plasticf.jpg
12,3,1,91,20,150,Bamboo,fks,Bamboofks.jpg
12,3,2,91,20,150,Eco,fk,Ecofk.jpg
12,3,3,91,30,200,Plastic,f,Plasticf.jpg
12,4,1,92,30,200,Bamboo,f,Bamboof.jpg
12,4,2,92,20,200,Eco,fks,Ecofks.jpg
12,4,3,92,30,200,Plastic,fk,Plasticfk.jpg
12,5,1,93,25,150,Bamboo,fk,Bamboofk.jpg
12,5,2,93,30,150,Eco,fks,Ecofks.jpg
12,5,3,93,30,200,Plastic,fk,Plasticfk.jpg
12,6,1,94,30,150,Bamboo,f,Bamboof.jpg
12,6,2,94,20,50,Eco,f,Ecof.jpg
12,6,3,94,20,200,Plastic,fks,Plasticfks.jpg
12,7,1,95,30,200,Bamboo,f,Bamboof.jpg
12,7,2,95,30,50,Eco,fk,Ecofk.jpg
12,7,3,95,25,50,Plastic,fk,Plasticfk.jpg
12,8,1,96,25,150,Bamboo,fk,Bamboofk.jpg
12,8,2,96,30,150,Eco,fks,Ecofks.jpg
12,8,3,96,25,50,Plastic,fk,Plasticfk.jpg
13,1,1,97,25,50,Bamboo,fks,Bamboofks.jpg
13,1,2,97,20,200,Eco,f,Ecof.jpg
13,1,3,97,30,200,Plastic,fk,Plasticfk.jpg
13,2,1,98,20,150,Bamboo,fk,Bamboofk.jpg
13,2,2,98,30,150,Eco,fk,Ecofk.jpg
13,2,3,98,20,200,Plastic,fks,Plasticfks.jpg
13,3,1,99,25,200,Bamboo,fks,Bamboofks.jpg
13,3,2,99,20,200,Eco,f,Ecof.jpg
13,3,3,99,30,150,Plastic,fks,Plasticfks.jpg
13,4,1,100,25,150,Bamboo,fk,Bamboofk.jpg
13,4,2,100,20,200,Eco,f,Ecof.jpg
13,4,3,100,25,150,Plastic,fks,Plasticfks.jpg
13,5,1,101,25,150,Bamboo,fk,Bamboofk.jpg
13,5,2,101,30,50,Eco,fks,Ecofks.jpg
13,5,3,101,20,150,Plastic,f,Plasticf.jpg
13,6,1,102,30,200,Bamboo,f,Bamboof.jpg
13,6,2,102,30,50,Eco,fk,Ecofk.jpg
13,6,3,102,25,50,Plastic,fk,Plasticfk.jpg
13,7,1,103,20,200,Bamboo,fks,Bamboofks.jpg
13,7,2,103,30,150,Eco,fks,Ecofks.jpg
13,7,3,103,25,150,Plastic,f,Plasticf.jpg
13,8,1,104,25,150,Bamboo,fk,Bamboofk.jpg
13,8,2,104,25,200,Eco,fk,Ecofk.jpg
13,8,3,104,25,50,Plastic,fk,Plasticfk.jpg
14,1,1,105,30,150,Bamboo,f,Bamboof.jpg
14,1,2,105,30,50,Eco,fk,Ecofk.jpg
14,1,3,105,30,200,Plastic,f,Plasticf.jpg
14,2,1,106,25,50,Bamboo,f,Bamboof.jpg
14,2,2,106,25,200,Eco,f,Ecof.jpg
14,2,3,106,20,200,Plastic,fks,Plasticfks.jpg
14,3,1,107,30,200,Bamboo,f,Bamboof.jpg
14,3,2,107,25,150,Eco,f,Ecof.jpg
14,3,3,107,20,150,Plastic,f,Plasticf.jpg
14,4,1,108,25,200,Bamboo,fks,Bamboofks.jpg
14,4,2,108,20,200,Eco,fks,Ecofks.jpg
14,4,3,108,20,150,Plastic,f,Plasticf.jpg
14,5,1,109,25,150,Bamboo,fk,Bamboofk.jpg
14,5,2,109,30,50,Eco,fks,Ecofks.jpg
14,5,3,109,25,150,Plastic,f,Plasticf.jpg
14,6,1,110,20,150,Bamboo,fks,Bamboofks.jpg
14,6,2,110,25,150,Eco,f,Ecof.jpg
14,6,3,110,25,150,Plastic,f,Plasticf.jpg
14,7,1,111,20,150,Bamboo,fks,Bamboofks.jpg
14,7,2,111,25,150,Eco,f,Ecof.jpg
14,7,3,111,25,150,Plastic,f,Plasticf.jpg
14,8,1,112,25,200,Bamboo,fks,Bamboofks.jpg
14,8,2,112,20,200,Eco,fks,Ecofks.jpg
14,8,3,112,20,150,Plastic,f,Plasticf.jpg
15,1,1,113,20,200,Bamboo,fks,Bamboofks.jpg
15,1,2,113,30,50,Eco,fks,Ecofks.jpg
15,1,3,113,20,50,Plastic,fk,Plasticfk.jpg
15,2,1,114,20,200,Bamboo,fks,Bamboofks.jpg
15,2,2,114,20,200,Eco,fks,Ecofks.jpg
15,2,3,114,25,150,Plastic,f,Plasticf.jpg
15,3,1,115,20,50,Bamboo,fk,Bamboofk.jpg
15,3,2,115,25,50,Eco,fks,Ecofks.jpg
15,3,3,115,20,50,Plastic,f,Plasticf.jpg
15,4,1,116,20,50,Bamboo,fk,Bamboofk.jpg
15,4,2,116,20,50,Eco,f,Ecof.jpg
15,4,3,116,20,50,Plastic,f,Plasticf.jpg
15,5,1,117,30,200,Bamboo,fk,Bamboofk.jpg
15,5,2,117,20,200,Eco,f,Ecof.jpg
15,5,3,117,25,150,Plastic,fks,Plasticfks.jpg
15,6,1,118,25,50,Bamboo,fks,Bamboofks.jpg
15,6,2,118,20,150,Eco,fk,Ecofk.jpg
15,6,3,118,20,50,Plastic,f,Plasticf.jpg
15,7,1,119,20,150,Bamboo,fks,Bamboofks.jpg
15,7,2,119,20,150,Eco,fk,Ecofk.jpg
15,7,3,119,20,200,Plastic,fks,Plasticfks.jpg
15,8,1,120,20,200,Bamboo,fks,Bamboofks.jpg
15,8,2,120,25,200,Eco,fk,Ecofk.jpg
15,8,3,120,25,50,Plastic,fk,Plasticfk.jpg
16,1,1,121,25,200,Bamboo,fks,Bamboofks.jpg
16,1,2,121,30,50,Eco,fk,Ecofk.jpg
16,1,3,121,25,150,Plastic,fks,Plasticfks.jpg
16,2,1,122,25,50,Bamboo,f,Bamboof.jpg
16,2,2,122,30,150,Eco,fk,Ecofk.jpg
16,2,3,122,30,200,Plastic,f,Plasticf.jpg
16,3,1,123,20,150,Bamboo,fk,Bamboofk.jpg
16,3,2,123,20,50,Eco,f,Ecof.jpg
16,3,3,123,20,150,Plastic,f,Plasticf.jpg
16,4,1,124,20,150,Bamboo,fk,Bamboofk.jpg
16,4,2,124,25,200,Eco,f,Ecof.jpg
16,4,3,124,25,50,Plastic,fk,Plasticfk.jpg
16,5,1,125,20,50,Bamboo,fk,Bamboofk.jpg
16,5,2,125,30,50,Eco,fks,Ecofks.jpg
16,5,3,125,30,200,Plastic,fk,Plasticfk.jpg
16,6,1,126,30,150,Bamboo,f,Bamboof.jpg
16,6,2,126,25,50,Eco,fks,Ecofks.jpg
16,6,3,126,20,150,Plastic,f,Plasticf.jpg
16,7,1,127,30,150,Bamboo,f,Bamboof.jpg
16,7,2,127,20,150,Eco,fk,Ecofk.jpg
16,7,3,127,30,50,Plastic,fks,Plasticfks.jpg
16,8,1,128,30,150,Bamboo,f,Bamboof.jpg
16,8,2,128,25,200,Eco,fk,Ecofk.jpg
16,8,3,128,20,200,Plastic,fks,Plasticfks.jpg
17,1,1,129,25,200,Bamboo,fks,Bamboofks.jpg
17,1,2,129,25,200,Eco,f,Ecof.jpg
17,1,3,129,25,200,Plastic,fk,Plasticfk.jpg
17,2,1,130,30,50,Bamboo,f,Bamboof.jpg
17,2,2,130,30,150,Eco,fk,Ecofk.jpg
17,2,3,130,20,50,Plastic,f,Plasticf.jpg
17,3,1,131,20,150,Bamboo,fk,Bamboofk.jpg
17,3,2,131,20,200,Eco,fks,Ecofks.jpg
17,3,3,131,30,200,Plastic,f,Plasticf.jpg
17,4,1,132,25,50,Bamboo,f,Bamboof.jpg
17,4,2,132,20,150,Eco,fk,Ecofk.jpg
17,4,3,132,25,150,Plastic,f,Plasticf.jpg
17,5,1,133,20,150,Bamboo,fk,Bamboofk.jpg
17,5,2,133,25,50,Eco,fks,Ecofks.jpg
17,5,3,133,25,150,Plastic,f,Plasticf.jpg
17,6,1,134,20,50,Bamboo,fk,Bamboofk.jpg
17,6,2,134,20,200,Eco,f,Ecof.jpg
17,6,3,134,20,150,Plastic,f,Plasticf.jpg
17,7,1,135,30,150,Bamboo,f,Bamboof.jpg
17,7,2,135,25,50,Eco,fks,Ecofks.jpg
17,7,3,135,20,150,Plastic,f,Plasticf.jpg
17,8,1,136,25,50,Bamboo,f,Bamboof.jpg
17,8,2,136,30,50,Eco,fks,Ecofks.jpg
17,8,3,136,25,50,Plastic,fk,Plasticfk.jpg
18,1,1,137,25,50,Bamboo,fks,Bamboofks.jpg
18,1,2,137,20,150,Eco,fk,Ecofk.jpg
18,1,3,137,25,150,Plastic,fks,Plasticfks.jpg
18,2,1,138,30,150,Bamboo,f,Bamboof.jpg
18,2,2,138,20,200,Eco,fks,Ecofks.jpg
18,2,3,138,30,200,Plastic,fk,Plasticfk.jpg
18,3,1,139,20,150,Bamboo,fks,Bamboofks.jpg
18,3,2,139,30,150,Eco,fks,Ecofks.jpg
18,3,3,139,25,50,Plastic,fk,Plasticfk.jpg
18,4,1,140,30,200,Bamboo,f,Bamboof.jpg
18,4,2,140,30,150,Eco,fks,Ecofks.jpg
18,4,3,140,20,50,Plastic,f,Plasticf.jpg
18,5,1,141,30,200,Bamboo,fk,Bamboofk.jpg
18,5,2,141,20,150,Eco,fk,Ecofk.jpg
18,5,3,141,30,50,Plastic,fks,Plasticfks.jpg
18,6,1,142,20,200,Bamboo,fks,Bamboofks.jpg
18,6,2,142,30,150,Eco,fk,Ecofk.jpg
18,6,3,142,25,150,Plastic,f,Plasticf.jpg
18,7,1,143,20,50,Bamboo,fk,Bamboofk.jpg
18,7,2,143,25,150,Eco,f,Ecof.jpg
18,7,3,143,30,200,Plastic,fk,Plasticfk.jpg
18,8,1,144,25,50,Bamboo,f,Bamboof.jpg
18,8,2,144,25,150,Eco,f,Ecof.jpg
18,8,3,144,20,150,Plastic,f,Plasticf.jpg
19,1,1,145,30,50,Bamboo,f,Bamboof.jpg
19,1,2,145,20,150,Eco,fk,Ecofk.jpg
19,1,3,145,20,50,Plastic,f,Plasticf.jpg
19,2,1,146,20,150,Bamboo,fk,Bamboofk.jpg
19,2,2,146,25,150,Eco,f,Ecof.jpg
19,2,3,146,20,50,Plastic,f,Plasticf.jpg
19,3,1,147,30,50,Bamboo,f,Bamboof.jpg
19,3,2,147,25,150,Eco,f,Ecof.jpg
19,3,3,147,20,50,Plastic,fk,Plasticfk.jpg
19,4,1,148,25,50,Bamboo,fks,Bamboofks.jpg
19,4,2,148,25,200,Eco,f,Ecof.jpg
19,4,3,148,20,50,Plastic,fk,Plasticfk.jpg
19,5,1,149,20,150,Bamboo,fks,Bamboofks.jpg
19,5,2,149,25,50,Eco,fks,Ecofks.jpg
19,5,3,149,20,150,Plastic,f,Plasticf.jpg
19,6,1,150,30,150,Bamboo,f,Bamboof.jpg
19,6,2,150,20,200,Eco,fks,Ecofks.jpg
19,6,3,150,25,200,Plastic,fk,Plasticfk.jpg
19,7,1,151,30,150,Bamboo,f,Bamboof.jpg
19,7,2,151,25,200,Eco,fk,Ecofk.jpg
19,7,3,151,20,50,Plastic,fk,Plasticfk.jpg
19,8,1,152,20,50,Bamboo,fk,Bamboofk.jpg
19,8,2,152,20,150,Eco,fk,Ecofk.jpg
19,8,3,152,25,150,Plastic,f,Plasticf.jpg
20,1,1,153,30,150,Bamboo,f,Bamboof.jpg
20,1,2,153,20,200,Eco,fks,Ecofks.jpg
20,1,3,153,30,150,Plastic,fks,Plasticfks.jpg
20,2,1,154,30,200,Bamboo,fk,Bamboofk.jpg
20,2,2,154,30,50,Eco,fks,Ecofks.jpg
20,2,3,154,30,150,Plastic,fks,Plasticfks.jpg
20,3,1,155,25,200,Bamboo,fks,Bamboofks.jpg
20,3,2,155,20,150,Eco,fk,Ecofk.jpg
20,3,3,155,30,200,Plastic,fk,Plasticfk.jpg
